id_x,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id_y,company_rating,company_location,total_fleet_count,iata_approved
45657,Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1065.0,30435,45657,93.0,9.0,8.0,10.0,10.0,10.0,9.0,3,1.0,30435,0.99,Cape Verde,41.0,False
50973,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,False,False,1585.0,25177,50973,100.0,10.0,10.0,9.0,10.0,9.0,9.0,3,1.36,25177,1.0,Costa Rica,2.0,True
25505,Niue,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1585.0,36327,25505,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,1.3,36327,1.0,Guinea,5.0,True
26462,Niue,Type V2,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1390.0,36327,26462,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,36327,1.0,Guinea,5.0,True
9520,Malta,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2807.0,37378,9520,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,37378,0.83,Brazil,1.0,False
51650,Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,1650.0,7871,51650,80.0,10.0,10.0,2.0,4.0,10.0,10.0,1,0.43,7871,1.0,Jersey,1.0,False
46901,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,True,False,1975.0,49953,46901,98.0,10.0,10.0,10.0,10.0,9.0,10.0,20,6.67,49953,1.0,Niger,1.0,False
7437,Anguilla,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,1520.0,1822,7437,98.0,10.0,9.0,10.0,10.0,9.0,10.0,9,3.18,1822,1.0,Anguilla,1.0,False
34511,Barbados,Type F5,Plasma,ThetaBase Services,4.0,12,strict,8.0,True,False,5810.0,15385,34511,90.0,10.0,10.0,10.0,10.0,10.0,9.0,4,1.94,15385,1.0,Cook Islands,3.0,False
36938,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,2.0,False,False,2430.0,50051,36938,97.0,10.0,9.0,10.0,9.0,9.0,9.0,7,3.28,50051,1.0,Netherlands,5.0,True
71708,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1195.0,6004,71708,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,2.12,6004,0.9,Micronesia,4.0,False
57688,Costa Rica,Type O3,Quantum,ThetaBase Services,0.0,2,flexible,1.0,True,False,1455.0,6004,57688,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.54,6004,0.9,Micronesia,4.0,False
62567,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1312.0,33494,62567,96.0,10.0,9.0,10.0,10.0,10.0,10.0,9,3.21,33494,1.0,Papua New Guinea,1.0,False
65928,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1780.0,34723,65928,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.68,34723,1.0,Peru,12.0,False
28896,Estonia,Type V2,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,1975.0,41675,28896,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.4,41675,1.0,Zimbabwe,1.0,False
16594,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,True,False,2625.0,10809,16594,97.0,9.0,9.0,9.0,10.0,10.0,9.0,6,2.73,10809,1.0,Bosnia and Herzegovina,4.0,False
60328,Niue,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1507.0,35500,60328,100.0,9.0,10.0,10.0,9.0,9.0,9.0,2,0.97,35500,1.0,Niue,1.0,False
22685,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,2.0,False,False,2040.0,17210,22685,89.0,9.0,10.0,10.0,10.0,9.0,9.0,13,4.33,17210,1.0,Maldives,2.0,False
10662,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,2196.0,49133,10662,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.32,49133,1.0,Reunion,3.0,True
47007,Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,False,False,2495.0,4330,47007,93.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.02,4330,0.94,Ukraine,60.0,True
59109,United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,False,False,2950.0,47471,59109,90.0,9.0,9.0,9.0,9.0,9.0,9.0,10,5.26,47471,1.0,Lithuania,1.0,False
22287,Barbados,Type V5,Quantum,ThetaBase Services,1.0,3,strict,1.0,True,False,2300.0,24118,22287,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.47,24118,0.98,Ghana,21.0,True
76306,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,2157.0,24118,76306,90.0,9.0,10.0,10.0,10.0,10.0,9.0,4,1.54,24118,0.98,Ghana,21.0,True
36565,Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,0.0,False,False,2170.0,38537,36565,93.0,9.0,9.0,8.0,10.0,9.0,9.0,3,1.61,38537,1.0,Russian Federation,1.0,False
1912,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,2170.0,24118,1912,84.0,8.0,10.0,8.0,8.0,10.0,8.0,5,1.85,24118,0.98,Ghana,21.0,True
31313,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1910.0,22855,31313,100.0,10.0,10.0,9.0,10.0,10.0,10.0,7,3.04,22855,1.0,French Guiana,1.0,False
51288,Sao Tome and Principe,Type E3,Plasma,ThetaBase Services,1.0,5,flexible,3.0,True,False,2105.0,24912,51288,95.0,10.0,9.0,10.0,10.0,10.0,9.0,5,2.05,24912,1.0,Sao Tome and Principe,5.0,False
30910,Bouvet Island (Bouvetoya),Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1325.0,36890,30910,100.0,8.0,10.0,8.0,8.0,10.0,8.0,1,0.48,36890,0.9,Uzbekistan,1.0,True
31377,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1650.0,46881,31377,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,46881,1.0,Andorra,1.0,False
36137,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,2820.0,24033,36137,70.0,8.0,9.0,7.0,6.0,8.0,8.0,2,0.76,24033,1.0,Uganda,45.0,False
72789,Brazil,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,1507.0,22376,72789,97.0,10.0,10.0,10.0,10.0,9.0,10.0,15,5.49,22376,1.0,Vanuatu,6.0,False
65896,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,False,False,1520.0,28828,65896,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,2.11,28828,1.0,Isle of Man,198.0,True
43549,Indonesia,Type G0,Quantum,ThetaBase Services,1.0,2,moderate,2.0,True,False,1312.0,31718,43549,90.0,9.0,8.0,9.0,10.0,9.0,9.0,6,2.07,31718,1.0,France,6.0,False
43301,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,4.0,False,False,2430.0,31938,43301,98.0,10.0,10.0,10.0,10.0,10.0,9.0,8,6.15,31938,1.0,Venezuela,1.0,False
66606,Indonesia,Type G0,Quantum,ThetaBase Services,1.0,2,moderate,2.0,True,False,1312.0,31718,66606,94.0,10.0,9.0,10.0,10.0,9.0,10.0,10,3.8,31718,1.0,France,6.0,False
46801,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1195.0,9270,46801,100.0,10.0,8.0,10.0,10.0,6.0,8.0,1,0.39,9270,1.0,Micronesia,1.0,False
75720,Anguilla,Type V5,Plasma,ThetaBase Services,3.0,6,flexible,4.0,False,False,2820.0,38304,75720,100.0,10.0,10.0,9.0,10.0,10.0,10.0,3,1.67,38304,1.0,United Kingdom,1.0,True
51569,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1546.0,2732,51569,80.0,8.0,8.0,9.0,8.0,8.0,7.0,2,0.8,2732,1.0,Turkmenistan,4.0,False
42528,Indonesia,Type G0,Quantum,ThetaBase Services,1.0,3,moderate,3.0,True,False,1377.0,31718,42528,98.0,10.0,9.0,10.0,10.0,9.0,10.0,8,3.38,31718,1.0,France,6.0,False
25727,Russian Federation,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,False,False,2820.0,1617,25727,87.0,9.0,10.0,10.0,10.0,10.0,10.0,3,2.25,1617,1.0,Russian Federation,2.0,False
66391,United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,6,flexible,3.0,True,False,2365.0,35499,66391,98.0,10.0,10.0,9.0,10.0,10.0,10.0,9,4.22,35499,0.94,Andorra,4.0,False
41350,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1650.0,36543,41350,86.0,9.0,9.0,9.0,10.0,10.0,9.0,7,2.92,36543,1.0,Pakistan,1.0,False
45274,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,True,False,3015.0,3112,45274,80.0,6.0,10.0,10.0,4.0,10.0,10.0,1,0.65,3112,0.94,Indonesia,25.0,False
19020,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1312.0,46099,19020,60.0,5.0,4.0,10.0,6.0,7.0,7.0,3,1.13,46099,0.98,Uzbekistan,28.0,False
18534,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1247.0,46099,18534,90.0,8.0,9.0,10.0,9.0,9.0,9.0,2,1.4,46099,0.98,Uzbekistan,28.0,False
67410,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1234.0,46099,67410,73.0,9.0,9.0,9.0,7.0,10.0,9.0,3,1.18,46099,0.98,Uzbekistan,28.0,False
27817,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1429.0,37293,27817,90.0,10.0,9.0,10.0,10.0,9.0,8.0,8,3.69,37293,0.92,Russian Federation,15.0,False
43003,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,True,False,1507.0,30435,43003,87.0,8.0,8.0,9.0,10.0,10.0,7.0,6,2.17,30435,0.99,Cape Verde,41.0,False
36357,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1234.0,12006,36357,90.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.41,12006,1.0,Uruguay,5.0,False
15644,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,True,False,3990.0,18499,15644,93.0,10.0,9.0,10.0,10.0,10.0,9.0,18,6.67,18499,1.0,Saint Helena,5.0,False
58596,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1494.0,2393,58596,88.0,10.0,10.0,10.0,10.0,9.0,9.0,8,2.7,2393,1.0,Pakistan,1.0,False
9475,Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,3197.0,28954,9475,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.73,28954,1.0,Rwanda,4.0,False
50000,Gambia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1429.0,2895,50000,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.13,2895,1.0,France,1.0,False
50050,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,True,False,1910.0,19667,50050,95.0,10.0,10.0,9.0,10.0,10.0,10.0,8,3.53,19667,1.0,Monaco,1.0,False
31036,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1416.0,37237,31036,100.0,10.0,10.0,10.0,10.0,10.0,10.0,9,3.33,37237,1.0,Tunisia,1.0,False
14514,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2950.0,41856,14514,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,41856,1.0,Maldives,13.0,True
52739,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1455.0,37293,52739,89.0,9.0,10.0,9.0,10.0,9.0,9.0,7,2.63,37293,0.92,Russian Federation,15.0,False
15675,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,True,False,1754.0,47046,15675,93.0,9.0,9.0,10.0,10.0,7.0,9.0,3,1.38,47046,1.0,Lebanon,9.0,False
11430,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2105.0,2748,11430,88.0,10.0,10.0,8.0,9.0,10.0,10.0,5,3.66,2748,1.0,Nicaragua,2.0,False
24824,Niue,Type V2,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1520.0,46523,24824,100.0,10.0,10.0,8.0,10.0,8.0,8.0,1,0.73,46523,0.9,Guinea,2.0,True
35758,Russian Federation,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,True,False,2157.0,3649,35758,100.0,10.0,10.0,10.0,10.0,9.0,10.0,7,3.68,3649,1.0,Russian Federation,1.0,False
14061,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,True,False,2365.0,9345,14061,87.0,9.0,10.0,9.0,9.0,10.0,9.0,14,4.94,9345,1.0,Bosnia and Herzegovina,4.0,False
44639,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2105.0,7868,44639,70.0,7.0,6.0,6.0,9.0,8.0,8.0,2,0.88,7868,1.0,Marshall Islands,1.0,False
12912,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,False,False,2105.0,19909,12912,73.0,9.0,7.0,8.0,10.0,9.0,8.0,3,2.65,19909,1.0,Andorra,1.0,False
9016,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2690.0,38723,9016,90.0,10.0,10.0,10.0,9.0,9.0,9.0,3,1.41,38723,1.0,Bosnia and Herzegovina,1.0,False
14205,Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2300.0,50078,14205,100.0,10.0,9.0,10.0,9.0,9.0,10.0,2,0.8,50078,1.0,Chad,2.0,True
73717,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1455.0,35743,73717,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2,0.95,35743,1.0,Palestinian Territory,2.0,True
49401,Anguilla,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,False,False,2820.0,3360,49401,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,2.05,3360,1.0,United Kingdom,1.0,False
27463,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2560.0,13087,27463,88.0,10.0,9.0,10.0,9.0,9.0,9.0,5,2.17,13087,1.0,Gibraltar,1.0,True
63194,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,1.0,True,False,1949.0,19811,63194,97.0,9.0,9.0,10.0,10.0,10.0,9.0,7,2.69,19811,0.9,Nicaragua,21.0,True
51547,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,2430.0,19905,51547,70.0,10.0,8.0,10.0,8.0,10.0,9.0,4,2.79,19905,0.97,Monaco,8.0,False
26037,Mexico,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,2014.0,32007,26037,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,1.18,32007,0.8,El Salvador,2.0,False
66926,Niue,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,True,False,1910.0,38277,66926,93.0,10.0,10.0,10.0,10.0,9.0,10.0,3,2.0,38277,1.0,Guinea,1.0,False
14794,Niue,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2040.0,28828,14794,83.0,9.0,8.0,10.0,9.0,9.0,9.0,8,4.53,28828,1.0,Isle of Man,198.0,True
28259,Isle of Man,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,5.0,True,False,2690.0,8355,28259,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.72,8355,0.87,Togo,16.0,False
51024,Isle of Man,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,1.0,True,False,2560.0,8355,51024,92.0,10.0,9.0,10.0,10.0,9.0,9.0,5,2.17,8355,0.87,Togo,16.0,False
58413,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1520.0,21358,58413,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.4,21358,1.0,Congo,1.0,False
35931,Isle of Man,Type F5,Plasma,ThetaBase Services,4.0,7,strict,4.0,True,False,2820.0,7620,35931,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.53,7620,1.0,Togo,4.0,False
51896,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,True,False,2586.0,490,51896,80.0,7.0,9.0,7.0,8.0,9.0,8.0,4,3.53,490,1.0,Bosnia and Herzegovina,6.0,False
4639,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1455.0,41856,4639,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,41856,1.0,Maldives,13.0,True
71625,Malta,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,True,False,3210.0,28828,71625,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.58,28828,1.0,Isle of Man,198.0,True
68377,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2560.0,27130,68377,85.0,9.0,10.0,8.0,9.0,8.0,8.0,4,1.64,27130,1.0,Croatia,1.0,False
23893,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1650.0,20889,23893,100.0,8.0,10.0,8.0,8.0,8.0,8.0,2,0.73,20889,1.0,Isle of Man,2.0,False
1089,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2560.0,24033,1089,80.0,8.0,6.0,8.0,8.0,6.0,6.0,1,0.77,24033,1.0,Uganda,45.0,False
49652,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,2690.0,46879,49652,98.0,10.0,10.0,10.0,10.0,9.0,9.0,11,4.34,46879,1.0,Netherlands,1.0,False
3467,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1104.0,46099,3467,60.0,7.0,5.0,10.0,8.0,6.0,6.0,2,1.09,46099,0.98,Uzbekistan,28.0,False
37467,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,True,False,4120.0,40012,37467,94.0,10.0,9.0,10.0,10.0,10.0,10.0,14,5.32,40012,1.0,Mexico,1.0,False
6982,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,10,strict,5.0,False,False,3730.0,1835,6982,97.0,10.0,9.0,10.0,10.0,10.0,9.0,6,2.65,1835,1.0,Ecuador,8.0,False
48800,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,False,False,2560.0,24033,48800,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.63,24033,1.0,Uganda,45.0,False
20642,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,True,False,2040.0,19015,20642,100.0,10.0,10.0,10.0,10.0,8.0,9.0,3,1.23,19015,1.0,Sri Lanka,2.0,False
7015,Brazil,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,1585.0,22376,7015,93.0,10.0,9.0,10.0,10.0,9.0,9.0,18,7.83,22376,1.0,Vanuatu,6.0,False
11252,Switzerland,Type E3,Quantum,ThetaBase Services,0.0,2,strict,1.0,True,False,1273.0,49771,11252,85.0,9.0,10.0,8.0,9.0,10.0,9.0,8,3.12,49771,1.0,Turks and Caicos Islands,4.0,False
13846,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,False,False,3145.0,9354,13846,89.0,9.0,9.0,10.0,10.0,10.0,9.0,7,2.73,9354,1.0,Spain,12.0,False
69216,Brazil,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,False,False,1091.0,13236,69216,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,2.76,13236,1.0,Vanuatu,1.0,False
15043,Switzerland,Type E3,Quantum,ThetaBase Services,1.0,2,strict,2.0,True,False,1221.0,49771,15043,80.0,8.0,10.0,10.0,9.0,10.0,8.0,3,1.22,49771,1.0,Turks and Caicos Islands,4.0,False
15265,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,False,False,1910.0,41501,15265,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.61,41501,1.0,Montserrat,2.0,True
26258,Uzbekistan,Type V2,Quantum,ThetaBase Services,1.0,1,strict,1.0,False,False,1390.0,19904,26258,100.0,9.0,10.0,9.0,10.0,9.0,9.0,2,1.25,19904,1.0,Kiribati,1.0,True
53590,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1390.0,29073,53590,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,3.62,29073,0.9,Canada,1.0,True
29969,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,True,False,1026.0,7620,29969,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,4.29,7620,1.0,Togo,4.0,False
36144,Malta,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,True,False,1455.0,41837,36144,90.0,9.0,9.0,10.0,10.0,10.0,9.0,4,2.22,41837,1.0,Brazil,2.0,True
28563,Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,True,False,2235.0,40934,28563,93.0,9.0,9.0,9.0,10.0,9.0,9.0,3,1.08,40934,1.0,Brazil,3.0,False
33284,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,True,False,1208.0,23981,33284,100.0,10.0,7.0,10.0,10.0,10.0,10.0,2,0.72,23981,1.0,Nicaragua,1.0,False
52684,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,False,False,1910.0,5378,52684,92.0,10.0,9.0,9.0,10.0,9.0,8.0,5,2.17,5378,1.0,Uzbekistan,1.0,False
58044,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2.0,3,flexible,2.0,True,False,2495.0,9809,58044,95.0,10.0,10.0,10.0,10.0,9.0,10.0,5,2.34,9809,1.0,Malta,1.0,False
10331,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,True,False,2027.0,15427,10331,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.43,15427,1.0,Malta,3.0,False
34051,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,False,False,2170.0,13212,34051,97.0,9.0,9.0,10.0,9.0,9.0,9.0,6,2.73,13212,1.0,Zimbabwe,12.0,True
67697,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,0.0,False,False,1650.0,18362,67697,98.0,10.0,10.0,10.0,10.0,10.0,10.0,12,4.86,18362,1.0,Uganda,5.0,False
58387,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,True,False,2690.0,9458,58387,80.0,10.0,8.0,10.0,8.0,10.0,8.0,1,0.54,9458,1.0,Reunion,2.0,False
21041,Estonia,Type V5,Plasma,ThetaBase Services,1.0,5,strict,1.0,True,False,1819.0,44169,21041,80.0,9.0,8.0,9.0,9.0,7.0,8.0,3,1.15,44169,0.97,Portugal,39.0,False
4089,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,1.0,False,False,3145.0,25913,4089,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.88,25913,0.89,Uzbekistan,1.0,False
49218,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,False,False,3210.0,36731,49218,100.0,10.0,10.0,10.0,10.0,10.0,9.0,9,3.55,36731,1.0,Nicaragua,7.0,False
37572,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,False,False,1520.0,28294,37572,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.0,28294,1.0,Puerto Rico,1.0,False
78,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,2105.0,4856,78,74.0,8.0,7.0,9.0,9.0,9.0,8.0,16,6.4,4856,1.0,Philippines,5.0,False
32971,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,False,False,2560.0,42840,32971,87.0,10.0,9.0,9.0,10.0,10.0,9.0,9,4.22,42840,1.0,Niger,1.0,False
3653,Mexico,Type F5,Nuclear,ThetaBase Services,1.0,1,strict,1.0,True,False,1260.0,43323,3653,100.0,9.0,9.0,9.0,9.0,9.0,9.0,2,0.79,43323,1.0,Greenland,1.0,False
60114,Gambia,Type V5,Quantum,ThetaBase Services,2.0,4,strict,2.0,False,False,1650.0,23855,60114,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3,1.29,23855,0.94,France,2.0,True
4863,Indonesia,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1260.0,23695,4863,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.8,23695,1.0,France,3.0,False
50369,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,True,False,1455.0,2548,50369,93.0,10.0,10.0,10.0,10.0,9.0,10.0,11,5.08,2548,0.97,Marshall Islands,3.0,False
17940,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,True,False,1715.0,3532,17940,92.0,10.0,10.0,9.0,8.0,8.0,9.0,5,2.68,3532,1.0,Congo,1.0,False
41514,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,False,False,1897.0,23404,41514,93.0,9.0,9.0,10.0,10.0,10.0,9.0,3,1.58,23404,0.91,Malta,1.0,False
3798,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,True,False,1858.0,45078,3798,92.0,10.0,10.0,10.0,10.0,10.0,9.0,17,6.46,45078,1.0,Barbados,1.0,False
41656,Rwanda,Type F5,Plasma,ThetaBase Services,2.0,6,strict,3.0,True,False,1845.0,29123,41656,93.0,10.0,9.0,10.0,10.0,10.0,10.0,6,2.81,29123,1.0,Zimbabwe,16.0,True
72750,Malta,Type V5,Quantum,ThetaBase Services,1.0,3,moderate,1.0,True,False,1416.0,41381,72750,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,3.0,41381,1.0,Niue,1.0,False
35270,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,False,False,2170.0,45205,35270,95.0,10.0,10.0,10.0,10.0,9.0,10.0,12,5.29,45205,1.0,Denmark,1.0,False
2739,Estonia,Type V5,Plasma,ThetaBase Services,0.0,4,strict,2.0,True,False,1598.0,44169,2739,80.0,8.0,7.0,10.0,9.0,8.0,7.0,4,2.26,44169,0.97,Portugal,39.0,False
